City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
111,Katsuura,35.1333,140.3,44.01,61,20,3.44,JP,2021-01-13 23:38:40
112,Tasiilaq,65.6145,-37.6368,32.0,86,90,32.21,GL,2021-01-13 23:38:40
113,Gondanglegi,-7.7479,112.0132,78.04,80,100,6.96,ID,2021-01-13 23:38:40
114,Lompoc,34.6391,-120.4579,68.0,67,1,12.66,US,2021-01-13 23:38:40
115,Te Anau,-45.4167,167.7167,72.45,47,23,5.44,NZ,2021-01-13 23:38:40
116,Airai,-8.9266,125.4092,69.78,89,99,1.03,TL,2021-01-13 23:38:41
117,Kavieng,-2.5744,150.7967,84.96,70,69,13.47,PG,2021-01-13 23:38:41
118,Bathsheba,13.2167,-59.5167,78.8,69,20,16.11,BB,2021-01-13 23:34:43
119,Ouadda,8.0777,22.4007,68.29,25,12,5.23,CF,2021-01-13 23:38:41
120,Zaysan,47.4667,84.8667,-3.44,91,100,1.92,KZ,2021-01-13 23:38:41
121,Nuuk,64.1835,-51.7216,24.8,100,90,1.14,GL,2021-01-13 23:38:41
122,Ostrovnoy,68.0531,39.5131,4.08,93,67,22.66,RU,2021-01-13 23:38:41
123,Acapulco,16.8634,-99.8901,84.2,74,90,9.22,MX,2021-01-13 23:35:18
124,Roald,62.5833,6.1333,26.6,63,0,6.91,NO,2021-01-13 23:38:41
125,Calvinia,-31.4707,19.776,78.78,40,1,3.24,ZA,2021-01-13 23:38:41
126,Bredasdorp,-34.5322,20.0403,69.8,83,98,11.5,ZA,2021-01-13 23:38:42
127,Mtambile,-5.3833,39.7,77.61,83,1,10.51,TZ,2021-01-13 23:38:42
128,Omsukchan,62.5333,155.8,-35.07,78,81,3.53,RU,2021-01-13 23:38:42
129,Ati,13.2154,18.3353,68.77,21,0,11.43,TD,2021-01-13 23:38:42
130,Harper,4.375,-7.7169,78.26,85,100,6.22,LR,2021-01-13 23:38:42
131,Yerbogachen,61.2767,108.0108,-16.62,87,100,10.6,RU,2021-01-13 23:38:42
132,Sept-Iles,50.2001,-66.3821,24.8,80,100,3.44,CA,2021-01-13 23:38:42
133,Tiksi,71.6872,128.8694,-31.36,81,64,2.93,RU,2021-01-13 23:38:42
134,Ust-Kuyga,70.0167,135.6,-41.62,77,44,1.83,RU,2021-01-13 23:38:42
135,Villa Sandino,12.0483,-84.9936,84.2,54,40,6.91,NI,2021-01-13 23:38:43
136,Leningradskiy,69.3833,178.4167,-11.29,89,100,7.4,RU,2021-01-13 23:34:41
137,Gander,48.9682,-54.5906,26.6,86,90,6.91,CA,2021-01-13 23:38:43
138,Faya,18.3851,42.4509,48.2,71,0,1.86,SA,2021-01-13 23:38:43
139,Aizkraukle,56.6048,25.2553,25.0,92,99,1.99,LV,2021-01-13 23:38:43
140,Lata,40.1629,-8.3327,42.01,90,0,2.59,PT,2021-01-13 23:35:54
141,Nikolskoye,59.7035,30.7861,6.8,78,99,11.18,RU,2021-01-13 23:38:43
142,Oistins,13.0667,-59.5333,78.8,69,20,16.11,BB,2021-01-13 23:38:43
143,Tetiyiv,49.3767,29.6647,27.66,98,90,6.15,UA,2021-01-13 23:38:43
144,Goderich,43.7501,-81.7165,35.6,80,100,8.05,CA,2021-01-13 23:38:43
145,Bambous Virieux,-20.3428,57.7575,77.0,94,75,5.75,MU,2021-01-13 23:38:43
146,Haapiti,-17.5667,-149.8667,87.8,62,40,6.91,PF,2021-01-13 23:38:43
147,Bolshaya Izhora,59.938,29.5772,6.8,78,100,11.18,RU,2021-01-13 23:38:44
148,Victoria,22.2855,114.1577,55.0,54,6,7.38,HK,2021-01-13 23:38:01
149,Bubaque,11.2833,-15.8333,77.94,72,0,9.93,GW,2021-01-13 23:38:44
150,Bourail,-21.5667,165.4833,77.27,88,100,3.94,NC,2021-01-13 23:38:44
151,Klaksvik,62.2266,-6.589,39.2,87,75,19.57,FO,2021-01-13 23:38:44
152,Geraldton,-28.7667,114.6,77.0,36,0,17.27,AU,2021-01-13 23:34:13
153,Luderitz,-26.6481,15.1594,64.96,88,29,7.96,NA,2021-01-13 23:38:44
154,Pisco,-13.7,-76.2167,70.0,83,0,23.02,PE,2021-01-13 23:38:44
155,Iqaluit,63.7506,-68.5145,-13.0,70,20,8.05,CA,2021-01-13 23:38:44
156,Isabela,6.7085,121.9711,77.0,100,75,2.3,PH,2021-01-13 23:38:44
157,Torbay,47.6666,-52.7314,30.0,93,90,4.76,CA,2021-01-13 23:35:31
158,Moree,-29.4667,149.85,80.6,54,0,11.5,AU,2021-01-13 23:35:01
159,Bull Savanna,17.8868,-77.5902,73.17,82,28,7.02,JM,2021-01-13 23:38:44
160,Carutapera,-1.195,-46.02,77.77,84,100,7.52,BR,2021-01-13 23:38:45
161,Tarko-Sale,64.9225,77.785,7.05,94,100,21.43,RU,2021-01-13 23:38:45
162,Spornoye,50.8448,37.2913,23.0,100,90,13.42,RU,2021-01-13 23:38:45
163,Port Blair,11.6667,92.75,77.23,74,9,8.63,IN,2021-01-13 23:38:45
164,Grand Gaube,-20.0064,57.6608,77.0,81,2,1.99,MU,2021-01-13 23:34:50
165,Zhezkazgan,47.8043,67.7144,-12.53,89,65,8.7,KZ,2021-01-13 23:38:45
166,Port Elizabeth,-33.918,25.5701,69.8,88,90,9.22,ZA,2021-01-13 23:38:45
167,Ahuimanu,21.4447,-157.8378,82.4,54,75,10.36,US,2021-01-13 23:38:45
168,Mersing,2.4312,103.8405,77.0,83,100,9.22,MY,2021-01-13 23:38:45
169,Arraial Do Cabo,-22.9661,-42.0278,77.0,87,20,17.27,BR,2021-01-13 23:38:45
170,General Roca,-39.0333,-67.5833,80.6,47,40,17.27,AR,2021-01-13 23:38:45
171,Abalak,58.1286,68.5944,-20.56,87,0,5.46,RU,2021-01-13 23:38:46
172,Dhidhdhoo,6.8833,73.1,79.79,82,99,11.36,MV,2021-01-13 23:38:46
173,Tazovskiy,67.4667,78.7,-2.13,93,100,6.67,RU,2021-01-13 23:38:46
174,Dakar,14.6937,-17.4441,66.2,77,0,9.22,SN,2021-01-13 23:35:38
175,Chokurdakh,70.6333,147.9167,-31.05,85,60,5.57,RU,2021-01-13 23:38:46
176,Khatanga,71.9667,102.5,-31.63,83,100,13.62,RU,2021-01-13 23:34:45
177,Abu Samrah,35.3029,37.1841,53.56,74,53,14.54,SY,2021-01-13 23:38:46
178,Labuhan,-6.8844,112.2051,78.19,84,100,8.34,ID,2021-01-13 23:38:46
179,Talnakh,69.4865,88.3972,-26.39,78,3,10.65,RU,2021-01-13 23:34:51
180,Country Club,25.9482,-80.317,69.8,82,75,9.22,US,2021-01-13 23:38:46
181,Mogadishu,2.0371,45.3438,76.01,84,52,20.27,SO,2021-01-13 23:38:46
182,Nyurba,63.2842,118.3319,-16.78,87,100,6.31,RU,2021-01-13 23:38:47
183,Isangel,-19.55,169.2667,86.0,79,75,9.73,VU,2021-01-13 23:38:47
184,Dawlatabad,36.4141,64.9053,37.17,66,0,0.34,AF,2021-01-13 23:38:47
185,Antalaha,-14.9003,50.2788,76.23,91,15,3.02,MG,2021-01-13 23:38:47
186,Sabha,27.0377,14.4283,49.21,46,100,6.6,LY,2021-01-13 23:38:47
187,Pevek,69.7008,170.3133,-20.81,88,89,4.05,RU,2021-01-13 23:38:47
188,Campo Gobierno,24.6536,-107.5411,82.4,20,40,5.75,MX,2021-01-13 23:38:47
189,Coihaique,-45.5752,-72.0662,69.8,37,0,9.22,CL,2021-01-13 23:38:47
190,Tevaitoa,-16.7833,-151.5,81.64,75,34,16.91,PF,2021-01-13 23:38:47
191,Lahaina,20.8783,-156.6825,84.2,51,20,10.36,US,2021-01-13 23:35:28
192,Lebu,-37.6167,-73.65,56.08,80,0,14.88,CL,2021-01-13 23:38:47
193,Wagar,16.1525,36.2032,65.35,85,0,7.27,SD,2021-01-13 23:38:48
194,Dunedin,-45.8742,170.5036,65.73,69,41,8.01,NZ,2021-01-13 23:34:47
195,Baykit,61.67,96.37,-5.37,87,100,7.0,RU,2021-01-13 23:38:48
196,Mwense,-10.3845,28.698,66.58,93,100,2.44,ZM,2021-01-13 23:38:48
197,Quchan,37.106,58.5095,39.38,52,0,2.73,IR,2021-01-13 23:38:48
198,Inverness,57.4791,-4.224,36.0,93,90,6.91,GB,2021-01-13 23:38:48
199,Thinadhoo,0.5333,72.9333,82.04,73,85,18.63,MV,2021-01-13 23:38:48
200,China,25.7,-99.2333,62.38,32,9,6.67,MX,2021-01-13 23:38:48
201,Romitan,39.9343,64.3814,30.2,80,0,6.91,UZ,2021-01-13 23:38:48
202,Auki,-8.7676,160.7034,86.14,61,35,3.18,SB,2021-01-13 23:38:48
203,Saint-Philippe,-21.3585,55.7679,80.6,83,90,6.91,RE,2021-01-13 23:38:48
204,Faanui,-16.4833,-151.75,81.64,76,70,16.24,PF,2021-01-13 23:35:26
205,Ahipara,-35.1667,173.1667,74.1,56,2,5.12,NZ,2021-01-13 23:38:49
206,Tucumcari,35.1717,-103.725,64.4,19,1,3.44,US,2021-01-13 23:38:49
207,Norman Wells,65.282,-126.8329,3.2,92,90,16.11,CA,2021-01-13 23:36:35
208,Kodiak,57.79,-152.4072,35.6,87,40,4.61,US,2021-01-13 23:38:49
209,Didsbury,53.417,-2.2315,43.0,100,90,2.3,GB,2021-01-13 23:38:49
210,Tuatapere,-46.1333,167.6833,68.92,61,19,7.49,NZ,2021-01-13 23:38:49
211,Takoradi,4.8845,-1.7554,78.91,87,36,8.28,GH,2021-01-13 23:38:49
212,Vardo,70.3705,31.1107,18.52,96,100,20.09,NO,2021-01-13 23:35:30
213,Kijang,35.2442,129.2139,32.0,80,0,3.44,KR,2021-01-13 23:38:49
214,Bethel,41.3712,-73.414,35.6,60,90,3.44,US,2021-01-13 23:38:49
215,Qujing,25.4833,103.7833,35.1,87,29,0.72,CN,2021-01-13 23:38:49
216,Mayahi,13.9553,7.6712,67.86,23,1,11.74,NE,2021-01-13 23:38:49
217,Longyearbyen,78.2186,15.6401,17.6,79,75,5.75,SJ,2021-01-13 23:36:04
218,Camacha,33.0833,-16.3333,55.4,67,20,5.75,PT,2021-01-13 23:38:50
219,Iquique,-20.2208,-70.1431,71.6,64,0,16.11,CL,2021-01-13 23:38:12
220,Tuktoyaktuk,69.4541,-133.0374,-18.4,76,75,4.85,CA,2021-01-13 23:38:50
221,Bukama,-9.2,25.85,68.27,94,100,1.21,CD,2021-01-13 23:38:50
222,Kyabram,-36.3167,145.05,73.0,43,0,1.01,AU,2021-01-13 23:38:50
223,Nuevitas,21.5453,-77.2644,77.0,73,20,8.05,CU,2021-01-13 23:38:50
224,Jacareacanga,-6.2222,-57.7528,75.4,93,100,2.01,BR,2021-01-13 23:38:50
225,Luena,-11.7833,19.9167,63.63,97,100,4.32,AO,2021-01-13 23:38:50
226,Williston,48.147,-103.618,53.6,37,20,34.52,US,2021-01-13 23:38:50
227,Urumqi,43.801,87.6005,14.0,73,0,8.95,CN,2021-01-13 23:38:50
228,Hermosillo,29.0667,-110.9667,84.2,5,1,5.75,MX,2021-01-13 23:34:53
229,Port-Gentil,-0.7193,8.7815,77.0,94,20,2.3,GA,2021-01-13 23:38:50
230,Chicama,-7.8447,-79.1469,72.77,74,80,7.56,PE,2021-01-13 23:38:50
231,Tura,25.5198,90.2201,52.27,48,0,2.73,IN,2021-01-13 23:38:50
232,Pervomaysk,48.0443,30.8507,27.61,98,43,7.87,UA,2021-01-13 23:38:51
233,Ilulissat,69.2167,-51.1,24.8,80,75,12.66,GL,2021-01-13 23:38:51
234,Penzance,50.1186,-5.5371,50.0,100,90,18.41,GB,2021-01-13 23:38:51
235,Grindavik,63.8424,-22.4338,39.2,93,75,14.97,IS,2021-01-13 23:38:51
236,Barstow,34.8986,-117.0228,66.2,13,1,9.22,US,2021-01-13 23:38:51
237,Yar-Sale,66.8333,70.8333,3.69,89,100,16.4,RU,2021-01-13 23:38:51
238,Puerto Narino,-3.7703,-70.3831,78.8,89,75,2.3,CO,2021-01-13 23:38:51
239,Hanyang,32.1371,105.5126,30.99,79,0,0.76,CN,2021-01-13 23:38:51
240,Port Hardy,50.6996,-127.4199,46.4,76,75,4.61,CA,2021-01-13 23:38:51
241,Kilvelur,10.7672,79.7419,75.79,91,71,11.61,IN,2021-01-13 23:38:51
242,Cururupu,-1.8283,-44.8683,76.48,86,99,4.0,BR,2021-01-13 23:38:51
243,Pontianak,-0.0333,109.3333,75.2,94,75,6.64,ID,2021-01-13 23:38:51
244,Buala,-8.145,159.5921,84.97,67,81,7.31,SB,2021-01-13 23:38:51
245,Nishihara,26.1842,127.7558,60.8,51,75,4.61,JP,2021-01-13 23:38:51
246,General Pico,-35.6566,-63.7568,79.52,26,15,10.8,AR,2021-01-13 23:36:21
247,Qaqortoq,60.7167,-46.0333,30.2,80,90,4.61,GL,2021-01-13 23:38:52
248,Sao Joao Da Barra,-21.6403,-41.0511,76.6,86,0,15.19,BR,2021-01-13 23:38:52
249,Columbia,34.0007,-81.0348,42.8,87,90,5.75,US,2021-01-13 23:38:16
250,Kaitangata,-46.2817,169.8464,68.0,69,37,8.99,NZ,2021-01-13 23:38:52
251,Kieta,-6.2167,155.6333,84.56,65,93,6.44,PG,2021-01-13 23:38:52
252,Husavik,66.0449,-17.3389,41.0,65,90,18.41,IS,2021-01-13 23:35:51
253,Giddarbaha,30.2,74.6667,48.31,43,30,3.83,IN,2021-01-13 23:38:52
254,Lambayeque,-6.7011,-79.9061,73.4,73,0,21.85,PE,2021-01-13 23:38:52
255,Mareeba,-17.0,145.4333,81.0,89,90,10.36,AU,2021-01-13 23:38:52
256,Ambunti,-4.2365,142.8448,88.07,65,73,1.3,PG,2021-01-13 23:34:59
257,Ayutla,20.1167,-104.3333,67.57,31,100,4.21,MX,2021-01-13 23:38:52
258,Chara,56.9064,118.2631,-30.8,68,57,0.98,RU,2021-01-13 23:36:13
259,Nabire,-3.3667,135.4833,82.58,78,100,0.89,ID,2021-01-13 23:38:53
260,Charters Towers,-20.1,146.2667,81.63,64,95,10.45,AU,2021-01-13 23:38:53
261,Cabedelo,-6.9811,-34.8339,78.8,83,75,4.61,BR,2021-01-13 23:38:53
262,Casa Nova,-9.4167,-41.1333,78.8,83,0,4.61,BR,2021-01-13 23:38:53
263,La Palma,33.8464,-118.0467,75.0,35,75,8.05,US,2021-01-13 23:38:53
264,Hovd,48.0056,91.6419,1.65,74,18,8.16,MN,2021-01-13 23:38:53
265,Russell,32.3502,-85.1999,48.2,46,75,4.61,US,2021-01-13 23:34:47
266,Gat,31.61,34.7642,63.0,100,75,11.07,IL,2021-01-13 23:38:53
267,Blairmore,49.6,-114.4353,35.6,64,92,18.41,CA,2021-01-13 23:38:53
268,Northam,51.0333,-4.2167,50.0,100,100,5.99,GB,2021-01-13 23:38:53
269,Port Augusta,-32.5,137.7667,71.01,64,26,13.8,AU,2021-01-13 23:38:53
270,Ankang,32.68,109.0172,36.54,75,41,1.54,CN,2021-01-13 23:38:53
271,Khani,41.9563,42.9566,53.6,87,90,6.91,GE,2021-01-13 23:38:53
272,Olga,43.7444,135.2892,12.16,79,0,17.56,RU,2021-01-13 23:38:53
273,Narsaq,60.9167,-46.05,30.2,80,90,4.61,GL,2021-01-13 23:38:54
274,Kota Belud,6.351,116.4305,77.0,94,20,5.75,MY,2021-01-13 23:38:54
275,Cabo Rojo,18.0866,-67.1457,79.0,79,33,1.01,PR,2021-01-13 23:38:54
276,Dongsheng,39.8161,109.9776,22.32,58,100,10.09,CN,2021-01-13 23:38:54
277,Hirara,24.8,125.2833,57.2,72,20,3.44,JP,2021-01-13 23:35:40
278,Vazante,-17.9869,-46.9078,73.53,86,100,1.7,BR,2021-01-13 23:38:54
279,Mount Isa,-20.7333,139.5,89.6,37,21,11.5,AU,2021-01-13 23:35:43
280,Balsic,14.8589,120.4836,75.2,69,20,8.05,PH,2021-01-13 23:38:54
281,Hami,42.8,93.45,15.85,85,52,7.76,CN,2021-01-13 23:38:54
282,La Ronge,55.1001,-105.2842,24.8,93,100,10.36,CA,2021-01-13 23:38:54
283,Birao,10.2849,22.7882,66.29,25,4,4.41,CF,2021-01-13 23:38:54
284,Healesville,-37.65,145.5167,64.99,68,81,1.01,AU,2021-01-13 23:38:55
285,Trelew,-43.249,-65.3051,69.24,39,95,23.64,AR,2021-01-13 23:34:21
286,Kamaishi,39.2667,141.8833,33.8,100,75,2.3,JP,2021-01-13 23:38:55
287,Baicheng,45.6167,122.8167,-5.44,80,11,2.68,CN,2021-01-13 23:38:55
288,Shakiso,5.75,38.9167,54.73,52,2,4.52,ET,2021-01-13 23:38:55
289,Ola,59.5833,151.2833,-7.55,83,86,6.73,RU,2021-01-13 23:38:55
290,Mhlume,-26.0333,31.85,75.2,83,58,2.3,SZ,2021-01-13 23:38:55
291,East London,-33.0153,27.9116,73.0,91,100,14.45,ZA,2021-01-13 23:38:55
292,Fayaoue,-20.65,166.5333,78.01,90,100,13.38,NC,2021-01-13 23:35:12
293,Madimba,-10.4,40.3333,78.8,89,21,19.57,TZ,2021-01-13 23:38:55
294,Kincardine,56.0667,-3.7167,37.0,100,90,9.22,GB,2021-01-13 23:38:55
